"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2020",30670,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","1993",25147,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","1994",27590,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","1995",28746,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","1996",29340,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","1997",28376,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","1998",27207,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","1999",26918,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2000",25445,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",26027,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",26586,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",27320,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",26516,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",25239,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",22115,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",23060,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",22481,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",21706,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",19676,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",20487,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",20504,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",20342,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",21054,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",21561,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",21386,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",21263,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",21889,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",20806,
"CZE","ROADACCID","ACCIDENTCASUAL","NBR","A","2020",18419,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","1993",8492,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","1994",8461,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","1995",8713,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","1996",8824,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","1997",9489,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","1998",9704,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","1999",8578,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2000",7884,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",8181,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",7866,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",8551,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",8443,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",7903,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",7988,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",8500,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",8343,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",6465,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",6570,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",5775,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",5370,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",5113,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",5391,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",5502,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",5602,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",5638,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",5689,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",5410,
"SVK","ROADACCID","ACCIDENTCASUAL","NBR","A","2020",4555,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1970",8300,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1971",8672,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1972",8413,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1973",8500,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1974",7936,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1975",8192,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1976",8001,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1977",8911,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1978",7950,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1979",7537,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1980",6941,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1981",6499,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1982",6866,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1983",6070,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1984",5546,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1985",5481,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1986",5942,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1987",6364,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1988",6085,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1989",5825,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1990",5177,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1991",5479,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1992",5882,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1993",6290,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1994",6586,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1995",6540,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1996",6348,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1997",6968,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1998",5837,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","1999",6929,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2000",8469,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",9199,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",10199,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",11676,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",12721,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",10309,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",11223,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",11414,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",8938,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",8589,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",7560,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",7218,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",6864,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",6542,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",6264,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",6585,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",6495,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",6185,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",6014,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",6025,
"SVN","ROADACCID","ACCIDENTCASUAL","NBR","A","2020",4780,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1970",23225,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1971",22949,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1972",20244,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1973",19418,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1974",20217,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1975",19764,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1976",18584,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1977",20121,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1978",19945,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1979",20465,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1980",18994,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1981",18308,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1982",18221,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1983",18971,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1984",19298,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1985",19563,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1986",19332,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1987",19842,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1988",21315,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1989",24367,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1990",27801,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1991",24589,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1992",24623,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1993",19527,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1994",20722,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1995",19817,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1996",18393,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1997",19097,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1998",20147,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","1999",18923,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2000",17493,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",18505,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",19686,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",19976,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",20957,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",20777,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",20977,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",20635,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",19174,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",17864,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",16308,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",15827,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",15174,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",15691,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",15847,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",16331,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",16627,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",16489,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",16951,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",16627,
"HUN","ROADACCID","ACCIDENTCASUAL","NBR","A","2020",13778,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1970",2226,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1971",1940,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1972",1924,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1973",1676,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1974",1736,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1975",1803,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1976",1658,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1977",1697,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1978",1521,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1979",1595,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1980",1655,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1981",1639,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1982",1564,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1983",1559,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1984",1584,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1985",1355,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1986",1551,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1987",1590,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1988",1680,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1989",1956,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1990",2099,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1991",1965,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1992",1167,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1993",1317,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1994",1585,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1995",1644,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1996",1318,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1997",1490,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1998",1613,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","1999",1472,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2000",1504,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",1888,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",2164,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",1931,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",2244,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",2341,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",2585,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",2450,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",1869,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",1505,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",1347,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",1492,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",1383,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",1364,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",1413,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",1376,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",1468,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",1406,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",1469,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",1406,
"EST","ROADACCID","ACCIDENTCASUAL","NBR","A","2020",1368,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1970",4679,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1971",4799,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1972",4747,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1973",4809,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1974",5077,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1975",6065,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1976",6215,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1977",6035,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1978",6122,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1979",6410,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1980",6192,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1981",6329,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1982",6321,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1983",6424,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1984",6050,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1985",4323,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1986",4254,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1987",4287,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1988",4778,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1989",5481,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1990",5135,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1991",6067,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1992",4049,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1993",4319,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1994",3902,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1995",4144,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1996",4579,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1997",5319,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1998",6445,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","1999",6356,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2000",5807,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",5972,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",6091,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",5965,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",6357,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",6772,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",6588,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",6448,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",4796,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",3805,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",3530,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",3266,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",3391,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",3391,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",3225,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",3033,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",3201,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",3055,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",2925,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",3188,
"LTU","ROADACCID","ACCIDENTCASUAL","NBR","A","2020",2817,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1970",18289,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1971",17950,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1972",17727,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1973",17627,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1974",15594,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1975",15895,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1976",16009,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1977",16902,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1978",17449,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1979",18553,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1980",18233,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1981",19841,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1982",22401,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1983",20389,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1984",21501,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1985",21537,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1986",19462,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1987",18966,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1988",20753,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1989",20299,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1990",19609,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1991",20764,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1992",22006,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1993",22165,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1994",22222,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1995",22798,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1996",23775,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1997",24295,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1998",24819,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","1999",24231,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2000",23001,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",19671,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",16809,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",15751,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",15547,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",16914,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",16019,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",15499,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",15083,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",14789,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",15032,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",13849,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",12398,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",12109,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",11690,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",11440,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",11318,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",10848,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",10737,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",10737,
"GRC","ROADACCID","ACCIDENTCASUAL","NBR","A","2020",9098,"P"
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1970",22662,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1971",23912,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1972",25056,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1973",22896,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1974",21698,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1975",33109,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1976",30568,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1977",30062,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1978",32637,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1979",33331,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1980",33886,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1981",33560,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1982",33324,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1983",31285,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1984",29255,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1985",29156,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1986",30486,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1987",38656,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1988",41915,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1989",43499,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1990",45110,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1991",48953,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1992",50851,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1993",48645,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1994",45830,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1995",47793,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1996",49265,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1997",49417,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1998",49319,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","1999",47966,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","2000",44159,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",42521,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",42219,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",41495,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",38930,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",37066,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",35680,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",35311,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",33613,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",35484,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",35426,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",32541,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",29867,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",30339,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",30604,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",31953,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",32299,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",34416,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",34235,
"PRT","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",35704,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1970",4897,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1971",4491,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1972",5254,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1973",5333,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1974",5225,
"ROU","ROADACCID","ACCIDENTCASUAL","NBR","A","1975",5480,
